# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
605             	((2.68107495e-07 1.99093916e-01 8.07661242e-07) (3.60122631e-09 2.36721632e-03 7.94337214e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.87972994e-08 -7.12748460e-10 9.21115273e-09) (3.96351963e-09 1.78906451e-09 -3.20620652e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
606             	((-3.32556596e-07 1.99076755e-01 6.85261509e-07) (1.03122781e-07 2.36768926e-03 -4.95167483e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.24151743e-08 -9.12686036e-10 4.86003074e-08) (-1.80798494e-09 -4.77185601e-10 1.45470446e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
607             	((5.20359908e-08 1.99062206e-01 3.70698572e-07) (7.16955401e-08 2.36801567e-03 -5.75332934e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.42022267e-09 6.40961445e-10 1.99898965e-08) (-2.06019730e-09 -7.77334152e-10 -1.73448677e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
608             	((-4.13235129e-07 1.99040940e-01 5.90490587e-07) (6.72722086e-08 2.36715391e-03 -6.94453772e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.25966535e-09 4.30095646e-09 3.95717459e-08) (-2.65808826e-09 -1.94972589e-09 7.70265474e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
609             	((-2.83195521e-07 1.99025967e-01 4.55301548e-07) (1.11926936e-07 2.36791959e-03 8.79232521e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.62370399e-09 4.37509154e-09 3.43498214e-08) (2.94003818e-09 -2.26493283e-09 -1.56093123e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
610             	((-4.94812125e-07 1.99009455e-01 5.04662362e-07) (8.80315818e-08 2.36760649e-03 -8.13864565e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.16067097e-09 1.06468542e-08 4.10164749e-08) (-2.51096106e-09 -1.74070922e-11 1.66906255e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
611             	((-9.17759860e-08 1.98989842e-01 1.23829340e-07) (-7.20854465e-08 2.36733962e-03 8.35110079e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.20330992e-09 5.17551661e-09 1.98407580e-08) (2.75494864e-09 3.54199286e-09 -7.88981904e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
612             	((-1.32407809e-07 1.98971864e-01 3.74516123e-07) (1.32302831e-07 2.36773637e-03 -1.26088085e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25484604e-09 3.77318207e-09 3.11163037e-08) (-2.19157332e-10 -1.19892132e-10 -5.69368500e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
613             	((2.77738631e-07 1.98955706e-01 4.22660620e-07) (5.28923019e-08 2.36792566e-03 8.65671219e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.35091652e-08 6.87847451e-09 9.52814989e-09) (3.57261682e-09 -3.31819211e-09 -6.90914802e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
614             	((1.49324591e-07 1.98933041e-01 5.98272898e-07) (8.26702867e-08 2.36706407e-03 -1.08977430e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.94853161e-09 1.08628266e-08 2.29325105e-08) (-4.36761221e-09 -2.97706718e-09 2.22956934e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
615             	((6.54091726e-07 1.98917332e-01 7.22148407e-07) (8.21893075e-08 2.36809027e-03 -9.81639093e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.26341388e-08 8.02473113e-09 2.18641792e-10) (-2.78643996e-09 4.11739498e-10 -1.66450048e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
616             	((7.79838053e-07 1.98901158e-01 1.14395329e-06) (3.43357255e-08 2.36768037e-03 4.47203307e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.97150270e-08 9.18894117e-09 -1.02593222e-08) (2.53569762e-10 -1.09062861e-10 9.63415940e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
617             	((1.03792047e-06 1.98876465e-01 1.04535645e-06) (-3.62829232e-09 2.36723525e-03 2.26083415e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.45404137e-08 3.50511215e-09 -1.89950856e-08) (8.07886915e-09 -1.04653579e-09 -7.22433551e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
618             	((5.00091670e-07 1.98862092e-01 8.86326734e-07) (1.11585873e-07 2.36766876e-03 -7.30232512e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.10678988e-08 1.93062085e-09 1.57090072e-08) (-1.56809586e-09 1.08283082e-09 1.15836811e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
619             	((9.28448803e-07 1.98850513e-01 1.04979606e-06) (3.05088672e-08 2.36798768e-03 -3.26740926e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.96350349e-08 3.88835420e-09 -1.54409444e-08) (-1.31183224e-09 -1.52990899e-10 -1.33754172e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
620             	((5.76525600e-07 1.98831869e-01 1.42922818e-06) (4.59999483e-08 2.36718571e-03 -4.68361383e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.30062503e-08 5.81291795e-09 7.18309022e-10) (-1.34548119e-09 -1.66614670e-09 7.03952814e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
621             	((6.57495416e-07 1.98819265e-01 1.13158963e-06) (9.12955705e-08 2.36792164e-03 1.33908551e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.11144095e-08 8.79322092e-09 -5.34440123e-09) (5.09937096e-09 -2.06147797e-09 -1.31978387e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
622             	((1.01003727e-07 1.98804696e-01 1.23328071e-06) (8.11191752e-08 2.36764226e-03 -7.86860131e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.29876110e-08 1.17263336e-08 1.78619159e-08) (-3.36066630e-09 -7.80876822e-10 1.76375611e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
623             	((-4.55086439e-09 1.98787574e-01 1.03223023e-06) (-3.79785175e-08 2.36743879e-03 -3.21588441e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.93900034e-08 8.58970168e-09 1.72511242e-08) (-1.02574645e-09 2.33919810e-09 -7.45448307e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
624             	((-5.34132728e-07 1.98772443e-01 1.02556860e-06) (1.22928015e-07 2.36770360e-03 1.50132923e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.15941881e-08 7.84325082e-09 4.33284654e-08) (-6.88162615e-11 -1.83417278e-09 -1.48750193e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
625             	((-4.29761447e-07 1.98758287e-01 4.93663856e-07) (6.20101556e-08 2.36787409e-03 1.67268265e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.30064727e-09 1.03830768e-08 3.01660973e-08) (5.92066483e-09 -2.56157748e-09 -7.71073231e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
626             	((-1.01887392e-06 1.98736496e-01 4.27343354e-07) (1.93034799e-08 2.36702671e-03 -1.28800259e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.36757453e-09 9.80228146e-09 6.41619016e-08) (-4.06188630e-09 -3.12408332e-10 2.61857993e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
627             	((-4.09771959e-07 1.98720706e-01 1.84630470e-07) (-1.63937943e-08 2.36807533e-03 1.83644754e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.44109391e-09 6.65615325e-09 3.89652580e-08) (-3.04910486e-10 3.08678268e-10 -1.97007209e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
628             	((-3.57023929e-07 1.98702866e-01 1.51461557e-07) (3.24731272e-08 2.36785842e-03 3.95789552e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.72403845e-09 9.68159701e-09 3.04479438e-08) (7.84084997e-10 -3.62536936e-10 1.08580561e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
629             	((-1.85351122e-07 1.98681411e-01 5.67441297e-09) (-2.05441403e-08 2.36746391e-03 1.18602955e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.58611532e-10 8.47859131e-09 2.39087016e-08) (4.97940838e-09 -2.07647769e-09 4.40343059e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
630             	((-4.84135996e-07 1.98663630e-01 7.48243491e-08) (1.76856257e-07 2.36769544e-03 -1.40349173e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35884433e-09 7.19881430e-09 5.14250991e-08) (-4.16724698e-09 2.30521888e-10 9.48804920e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
631             	((1.13106055e-07 1.98649569e-01 -4.12652409e-08) (2.20975470e-08 2.36790096e-03 -6.00703351e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.66774258e-10 5.72990465e-09 1.68360290e-08) (-1.34016322e-09 7.38756988e-11 -9.83058404e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
632             	((1.72687704e-07 1.98629341e-01 8.42679726e-08) (3.36676371e-08 2.36704316e-03 3.97498120e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.07659329e-09 9.69680165e-09 1.74406904e-08) (5.69360714e-10 -1.70577799e-09 7.99903498e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
633             	((8.51475917e-07 1.98615728e-01 2.87783341e-08) (1.39917646e-07 2.36772311e-03 1.16243911e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.65504482e-10 8.87550671e-09 -9.59243559e-09) (4.38311100e-09 -1.69432009e-09 -2.19730057e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
634             	((1.02105430e-06 1.98601792e-01 3.70052645e-07) (-3.96691358e-08 2.36757713e-03 -1.25936750e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.18268471e-09 9.20736924e-09 -1.44690647e-08) (-3.87913191e-09 2.01797334e-10 1.75067620e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
635             	((1.36285140e-06 1.98585508e-01 4.27530422e-07) (-3.75446910e-09 2.36750634e-03 3.96171982e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.99313158e-09 1.03253510e-08 -3.47180073e-08) (-1.48618375e-10 9.36242783e-10 -1.18664177e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
636             	((1.06487935e-06 1.98571421e-01 9.35836637e-07) (1.82405093e-07 2.36773591e-03 -1.57759090e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.22142063e-08 9.87805392e-09 -1.86235552e-08) (-8.53731396e-10 -1.35128136e-09 -4.28986187e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
637             	((9.71103988e-07 1.98559747e-01 1.01575655e-06) (-2.40730282e-09 2.36780760e-03 9.85680837e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.39880482e-08 9.72405598e-09 -2.21375294e-08) (4.35410897e-09 -1.83943822e-09 4.47687591e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
638             	((9.64423805e-08 1.98542231e-01 1.19142897e-06) (9.25321854e-08 2.36691903e-03 -7.10661998e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.10714752e-08 1.26988476e-08 2.44190919e-08) (-2.80703076e-09 -1.74011505e-09 1.99085093e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
639             	((2.30904457e-07 1.98531502e-01 1.20871379e-06) (1.15510174e-07 2.36778244e-03 -8.07167788e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.15038238e-08 9.98196842e-09 1.34299206e-08) (-2.04994725e-09 9.78543245e-10 -2.21225092e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
640             	((1.56460913e-07 1.98519613e-01 1.49699698e-06) (-2.96798272e-08 2.36753765e-03 1.04351130e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.41444075e-08 9.78260065e-09 1.05576031e-08) (1.57674821e-09 -1.55852608e-11 4.34142087e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
641             	((-6.16348019e-08 1.98504144e-01 1.25704400e-06) (2.21259985e-08 2.36728730e-03 1.47373779e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.50195997e-08 1.13588172e-08 1.82090174e-08) (5.86504386e-09 -2.75029648e-09 -5.77718859e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
642             	((-7.40984211e-07 1.98490476e-01 1.28764239e-06) (1.47583332e-07 2.36758152e-03 -9.62131694e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.10956069e-08 9.83138034e-09 5.63392967e-08) (-3.17672253e-09 -9.70653358e-11 1.38740808e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
643             	((-5.07355718e-07 1.98478506e-01 1.07902905e-06) (5.29431326e-08 2.36778489e-03 -3.04420529e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.99165372e-08 8.17894138e-09 3.41916613e-08) (-1.09243152e-09 -4.64621434e-11 -1.03776994e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
644             	((-6.77688351e-07 1.98458601e-01 1.05685713e-06) (3.29529365e-08 2.36690049e-03 -5.73257766e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.47824915e-08 1.47253962e-08 3.89791588e-08) (-1.47857433e-09 -2.59228343e-09 1.08583691e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
645             	((-3.01324853e-07 1.98444026e-01 5.85847292e-07) (1.44978786e-07 2.36753121e-03 2.25192825e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06112547e-08 1.17395847e-08 2.68756615e-08) (6.68605562e-09 -1.42124184e-09 -1.99809613e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
646             	((-4.09763334e-07 1.98428813e-01 1.93740911e-07) (-3.55202871e-08 2.36732997e-03 -7.52727074e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.35073813e-09 7.08785615e-09 4.28231413e-08) (-2.27993149e-09 1.28759575e-09 1.91520754e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
647             	((3.01406972e-08 1.98410215e-01 -1.00655864e-07) (-2.27926781e-08 2.36728180e-03 -4.34422891e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.80244950e-09 1.00657260e-08 1.59201912e-08) (-1.59340115e-09 8.52850484e-11 -1.00375770e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
648             	((1.05275509e-07 1.98394043e-01 1.42330642e-07) (1.52320470e-07 2.36747940e-03 -1.45666793e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.07447147e-09 1.23567307e-08 1.18829403e-08) (-1.09032493e-09 -2.23627846e-09 -1.95512812e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
649             	((2.41157457e-07 1.98380653e-01 -1.71852640e-07) (2.54423486e-08 2.36751675e-03 1.25774415e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.02210841e-09 8.78216390e-09 6.96566614e-09) (5.60217556e-09 1.93041365e-10 1.44900080e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
650             	((-3.10203483e-07 1.98361165e-01 -1.29240140e-07) (7.07503478e-08 2.36666371e-03 -4.55874828e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.23377342e-09 1.08407648e-08 4.40066084e-08) (-2.25691459e-09 -1.38310011e-09 2.19236288e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
651             	((3.75836351e-07 1.98348104e-01 5.32648467e-08) (9.91323529e-08 2.36748088e-03 -5.08777733e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.74167036e-10 1.00993559e-08 6.67907712e-09) (-1.97717699e-09 1.93731298e-10 -2.20165866e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
652             	((6.76950560e-07 1.98335133e-01 3.45570961e-07) (-1.08692769e-08 2.36719443e-03 6.28959905e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.35967371e-09 1.01755426e-08 -8.52073112e-09) (9.40157380e-10 -2.71356637e-10 5.98910507e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
653             	((6.18586460e-07 1.98320091e-01 1.13105125e-07) (-8.48123011e-09 2.36700373e-03 1.72774704e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.24568777e-09 1.21583778e-08 -3.67174683e-09) (6.51889714e-09 -2.15210640e-09 -2.39617965e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
654             	((6.24367461e-08 1.98308306e-01 2.96098444e-07) (1.82852879e-07 2.36727896e-03 -1.26110663e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.74622248e-09 1.09355005e-08 3.11955545e-08) (-3.59200949e-09 8.47473364e-10 9.64848451e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
655             	((2.54976974e-07 1.98299131e-01 3.82418586e-07) (3.65284246e-08 2.36743249e-03 -1.79560010e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.14971882e-09 9.21478076e-09 1.28199777e-08) (-9.51373340e-10 -6.21307665e-10 -9.14912690e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
656             	((2.89925083e-09 1.98283101e-01 8.30210902e-07) (1.97448331e-08 2.36656706e-03 -2.54114325e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.11587233e-08 1.54853872e-08 2.08000176e-08) (-8.54650367e-10 -1.58808481e-09 1.17472801e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
657             	((2.98634526e-07 1.98272736e-01 9.04765544e-07) (1.65151833e-07 2.36721430e-03 1.52971407e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.89114432e-08 1.30821382e-08 8.85347137e-09) (5.51177047e-09 -6.82084442e-10 -2.29768676e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
658             	((2.33798355e-07 1.98262184e-01 1.00274413e-06) (-1.82859038e-07 2.36712400e-03 -6.63722460e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.42889655e-08 9.87564081e-09 2.29155053e-08) (-2.24838300e-09 8.83789293e-10 2.42625780e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
659             	((4.32637635e-07 1.98248676e-01 9.76156064e-07) (-2.05235049e-08 2.36722430e-03 -4.18719791e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.54186242e-08 1.36486127e-08 3.15456334e-09) (-1.53227279e-09 3.51219894e-10 -9.43271820e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
660             	((2.25369480e-07 1.98236363e-01 1.32888338e-06) (1.98382020e-07 2.36741857e-03 1.56796169e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.11143014e-08 1.55696079e-08 6.37837950e-09) (-4.56980370e-10 -1.79165301e-09 -1.75881624e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
661             	((9.13758340e-08 1.98225349e-01 8.84032571e-07) (1.59038426e-09 2.36735613e-03 1.32771343e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.81300834e-08 1.08424044e-08 9.89048794e-09) (5.69862264e-09 -2.79286437e-10 9.16357859e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
662             	((-5.30577373e-07 1.98207201e-01 7.20486093e-07) (1.30644486e-07 2.36644518e-03 -8.07766872e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.31926009e-09 1.23851054e-08 4.73772438e-08) (-2.77501569e-09 -1.06740496e-09 1.75305014e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
663             	((1.58141071e-07 1.98194458e-01 7.29495575e-07) (1.45076904e-07 2.36722745e-03 -5.99520069e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.18314161e-08 1.18162491e-08 7.55685299e-09) (-2.09160636e-09 2.93051505e-11 -2.67226676e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
664             	((5.07257169e-07 1.98180797e-01 7.96184852e-07) (-1.57595893e-08 2.36693994e-03 8.30404800e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.04411214e-08 1.15614367e-08 -1.21683457e-08) (1.29969804e-09 3.99212817e-10 1.11548138e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
665             	((4.93423794e-07 1.98164178e-01 3.62958417e-07) (3.28313514e-08 2.36671710e-03 2.10819780e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.39439123e-09 1.24306485e-08 -9.86182883e-09) (7.18168094e-09 -2.40197177e-09 -7.97130762e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
666             	((5.18844033e-09 1.98149874e-01 2.72501789e-07) (1.53851103e-07 2.36690942e-03 -1.11716061e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.52063295e-11 1.07257241e-08 2.40404195e-08) (-3.19732946e-09 9.88813212e-10 1.10304210e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
667             	((2.26022629e-07 1.98138477e-01 -3.31638891e-08) (8.29316309e-08 2.36710670e-03 -3.23837770e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.29755844e-09 8.78394270e-09 7.10024700e-09) (-1.07143715e-09 2.54345398e-10 -1.57166271e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
668             	((-1.35978003e-07 1.98121017e-01 2.59499935e-08) (4.37298940e-08 2.36628854e-03 -2.14799629e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.78911825e-09 1.50171578e-08 2.11597964e-08) (-7.22787355e-10 -2.84557786e-09 9.42297533e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
669             	((4.74506201e-07 1.98110260e-01 -1.15953281e-07) (-6.50681503e-08 2.36709241e-03 1.62832943e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.65866112e-09 1.41408572e-08 -6.53781190e-10) (5.56637410e-09 -4.40038429e-10 -1.84634648e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
670             	((-2.32065563e-07 1.98099404e-01 -2.01291055e-07) (-2.51089952e-09 2.36701356e-03 -5.77407247e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.02412482e-08 1.08585952e-08 4.02090904e-08) (-2.07111507e-09 1.18620015e-09 2.77707619e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
671             	((-2.05785642e-07 1.98085356e-01 -2.16998023e-07) (1.23154434e-08 2.36686335e-03 -1.94223970e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.05797786e-09 1.35392484e-08 3.02251193e-08) (-1.06807111e-09 2.88481292e-10 -4.48549440e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
672             	((-1.88062493e-07 1.98073287e-01 2.27277390e-07) (2.31071687e-07 2.36690154e-03 -2.22041023e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.12793323e-10 1.53413259e-08 2.66095128e-08) (-1.08650647e-09 -1.89422199e-09 -6.62347823e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
673             	((8.12473834e-09 1.98063608e-01 -4.69777896e-08) (5.87714498e-08 2.36681890e-03 1.26556063e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.10146540e-10 1.11848465e-08 1.74771469e-08) (5.49377760e-09 -7.27899089e-11 -1.86511754e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
